亚科,亚科,genus,url,species,url url,fenbudi,description
猛蚁亚科蚂蚁,Ponerinae,修猛蚁属,Pseudoneoponera,双刺修猛蚁,Pseudoneoponera bispinosa,中国云南(盈江)；印度，缅甸。,原双刺厚结猛蚁移入修猛蚁属，更名为双刺修猛蚁（Pseudoneoponera bispinosa）。
切叶蚁亚科蚂蚁,Myrmicinae,红蚁属,Myrmica,欧阳询红蚁,Myrmica oui,中国贵州。,
切叶蚁亚科蚂蚁,Myrmicinae,红蚁属,Myrmica,大夏红蚁,Myrmica bactriana,中国西藏（嘎隆拉山、德姆拉山、色季拉山、林芝、鲁朗、东久、排龙）、四川、甘肃、青海、新疆；尼泊尔。,斯氏红蚁（Myrmica smythiesii）并无亚种。原亚种大夏红蚁（Myrmica smythiesii bactriana）已被提升为种，拉丁名变为 Myrmica bactriana。种小名“bactriana”是中亚和南亚次大陆西北部的古国名“大夏”，意指其最初的发现地，故而译为“大夏红蚁”。
切叶蚁亚科蚂蚁,Myrmicinae,华丽蚁属,Paratopula,郑氏华丽蚁,Paratopula zhengi,中国西藏（墨脱）。,
切叶蚁亚科蚂蚁,Myrmicinae,铺道蚁属,Tetramorium,马氏铺道蚁,Tetramorium mai,中国甘肃（兰州）。,
行军蚁亚科蚂蚁,Dorylinae,行军蚁属,Dorylus,黑色行军蚁,Dorylus nigricans,几内亚比绍，科特迪瓦，利比里亚，塞拉利昂，坦桑尼亚。,
猛蚁亚科蚂蚁,Ponerinae,猛蚁属,Ponera,玉皇猛蚁,Ponera yuhuang,中国台湾（宜兰）。,
切叶蚁亚科蚂蚁,Myrmicinae,盲切叶蚁属,Carebara,多音盲切叶蚁,Carebara polyphemus,中国广东、山东、云南。,原中文名为多音稀切叶蚁，现稀切叶蚁属（Oligomyrmex）已撤销，并入盲切叶蚁属，因此更名。
切叶蚁亚科蚂蚁,Myrmicinae,大头蚁属,Pheidole,凹大头蚁,Pheidole sulcaticeps,中国福建（龙岩）、广东（平远）、广西、河南（鸡公山）、湖北、湖南、宁夏（银川（西夏区））、陕西、西藏（墨脱）、云南；缅甸，孟加拉国，斯里兰卡，印度。,
切叶蚁亚科蚂蚁,Myrmicinae,瘤颚蚁属,Strumigenys,温和瘤颚蚁,Strumigenys mitis,中国广东、香港、云南（西双版纳）；泰国，菲律宾，马来西亚，新加坡，印度尼西亚，文莱，巴布亚新几内亚。,
切叶蚁亚科蚂蚁,Myrmicinae,盲切叶蚁属,Carebara,大埔盲切叶蚁,Carebara taiponica,中国香港（大埔）、云南；老挝。,原中文名为香港稀切叶蚁，现稀切叶蚁属（Oligomyrmex）已撤销，并入盲切叶蚁属，因此更名。原文献中标注其拉丁名意为模式种发现地-香港的大埔（Taipo），故将其中文名更正为大埔盲切叶蚁。
切叶蚁亚科蚂蚁,Myrmicinae,红蚁属,Myrmica,南方红蚁,Myrmica sinensis,中国广西、浙江（温州（泰顺（乌岩岭）））。,本站曾将其错误定为中华红蚁，造成大量网站转载出错，虽然我们不支持转载，但还是表示真诚的歉意。
切叶蚁亚科蚂蚁,Myrmicinae,红蚁属,Myrmica,波尔蒂红蚁,Myrmica poldii,中国四川。,种小名“Poldi”是一个姓氏，中文译为“波尔蒂”，是为了纪念已故的意大利蚁学家 - 布鲁诺·波尔蒂博士。故而译为“波尔蒂红蚁”。
切叶蚁亚科蚂蚁,Myrmicinae,棱胸切叶蚁属,Pristomyrmex,沟槽棱胸切叶蚁,Pristomyrmex sulcatus,中国台湾、云南、香港；日本，缅甸，马来西亚，印度，尼泊尔，泰国，越南。,
蚁亚科蚂蚁,Formicinae,毛蚁属,Lasius,多色毛蚁,Lasius coloratus,中国台湾（雾社）、陕西；日本。,
切叶蚁亚科蚂蚁,Myrmicinae,举腹蚁属,Crematogaster,塞奇举腹蚁,Crematogaster sagei,中国广东、山东（济南、青岛、烟台）、四川、河北、河南、江苏、安徽、浙江；锡金（喜马拉雅山地区）。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,弗里德弓背蚁,Camponotus friedae,中国浙江（梅溪）、福建（厦门、鼓岭、福州、武夷山）、江苏、上海、台湾（甲仙、安平、大林、台北、高雄、Shustin、南投）；日本。,
蚁亚科蚂蚁,Formicinae,蚁属,Formica,佩氏林蚁,Formica pergandei,美国。,种小名“pergandei”是一个姓氏，中文译为“佩尔甘德”，故而译为“佩氏林蚁”。本种为蓄奴蚁。奴隶蚁种包括难辨林蚁（Formica difficilis）、丝光褐林蚁（Formica fusca）、苍黄林蚁（Formica pallidefulva）和灰壤林蚁（Formica podzolica）。
切叶蚁亚科蚂蚁,Myrmicinae,刺切叶蚁属,Acanthomyrmex,苏拉威西刺切叶蚁,Acanthomyrmex sulawesiensis,印度尼西亚，苏拉威西。,种小名“sulawesiensis”是一个地名，中文译为“苏拉威西”，故而译为“苏拉威西刺切叶蚁”。
切叶蚁亚科蚂蚁,Myrmicinae,火蚁属,Solenopsis,毒火蚁,Solenopsis virulens,巴西，哥伦比亚，厄瓜多尔。,种小名“virulens”意为“有毒的，充满毒液的”，故而译为“毒火蚁”。
切叶蚁亚科蚂蚁,Myrmicinae,大头蚁属,Pheidole,塞奇大头蚁,Pheidole sagei,中国西藏（喜马拉雅（达兰萨拉））、云南（无量山）、重庆（大巴山）；巴基斯坦，克什米尔，尼泊尔，印度。,
猛蚁亚科蚂蚁,Ponerinae,扁头猛蚁属,Ectomomyrmex,郑氏扁头猛蚁,Ectomomyrmex zhengi,中国云南（盈江、保山、施甸、景洪、勐腊、无量山）、西藏（德姆拉山）。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,长毛弓背蚁,Camponotus nipponensis,中国河南（鸡公山）；日本，韩国，朝鲜。,
蚁亚科蚂蚁,Formicinae,多刺蚁属,Polyrhachis,警觉多刺蚁,Polyrhachis vigilans,中国香港、海南（昌江、吊罗山、五指山）、广东（鼎湖山、车八岭）、广西（木论、九万山、花坪、猫儿山、青狮潭、大瑶山、底定）、浙江（莫干山、宁波附近的Ziang-san）、福建、湖北（来凤、宣恩、鹤峰、利川、建始、咸丰、五峰、长阳、武当山、竹溪、郧县、随州、罗田、英山、通山、崇阳、新洲、监利）、湖北、河南（鸡公山）、台湾、未定（Lou-Bou、Tchen-Kiai）；越南。,原城堡多刺蚁（Polyrhachis pyrgops）确定为 Polyrhachis vigilans 的次异名，已撤销。“pyrgops”这个词是“塔形的眼睛”的意思，“城堡多刺蚁”其实应该被译为“塔眼多刺蚁”。有文献将 Polyrhachis vigilans 译为“大眼多刺蚁”，大概就是沿用了对“pyrgops”这个词的翻译，只是将“塔眼”改为了“大眼”。事实上，“vigilans”是“看守，警觉”的意思，沿用“大眼”这个翻译显然是不合适的。故而现将此蚁种重译为“警觉多刺蚁”。
切叶蚁亚科蚂蚁,Myrmicinae,举腹蚁属,Crematogaster,亮胸举腹蚁,Crematogaster egidyi,中国湖南、河南、广西（金钟山）、江西、广东（封开、清新、连州、惠东、乳源）、香港。,
切叶蚁亚科蚂蚁,Myrmicinae,切胸蚁属,Temnothorax,纳氏切胸蚁,Temnothorax nassonovi,中国北京（清华园）、河北、辽宁、内蒙古、宁夏（贺兰山、西吉、海原、盐池（沙边子）、彭阳）、西藏（墨脱）、浙江、重庆（大巴山）。,褐斑细胸蚁（Leptothorax galeatus）确定为纳氏切胸蚁（Temnothorax nassonovi）的次异名，已被撤销。
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,江华弓背蚁,Camponotus jianghuaensis,中国湖南、广西（桂林、全州、灌阳、金秀、环江、金钟山）、福建（龙岩）、广东（始兴）、云南、香港。,
蚁亚科蚂蚁,Formicinae,尼氏蚁属,Nylanderia,耶氏尼氏蚁,Nylanderia yerburyi,中国山东、浙江、福建、江苏（常州）、云南（西双版纳、云岭）、河南（虞城）、重庆（大巴山）、澳门、西藏（排龙、德姆拉山）、湖北；印度，斯里兰卡。,原名耶氏立毛蚁，2010年移入尼氏蚁属，种名订正。
钝猛蚁亚科蚂蚁,Amblyoponinae,点猛蚁属,Stigmatomma,细齿点猛蚁,Stigmatomma crenatum,中国云南（西双版纳）。,
切叶蚁亚科蚂蚁,Myrmicinae,铺道蚁属,Tetramorium,心头铺道蚁,Tetramorium cardiocarenum,中国广西（崇左、东兰、河池、金秀、隆林、三江）、贵州、四川（川西南高原域）、云南。,
行军蚁亚科蚂蚁,Dorylinae,行军蚁属,Dorylus,东方行军蚁,Dorylus orientalis,中国湖南（岳麓山）、湖北、广东（连州、 深圳、广州）、广西（金钟山）、云南（畹町、西双版纳）、贵州（湄潭、雷山雷公山）、福建、四川（彭水、武隆）、江西、浙江、海南、香港、未定地名（Yi Leang）；印度，缅甸，斯里兰卡，尼泊尔，马来西亚。,
切叶蚁亚科蚂蚁,Myrmicinae,火蚁属,Solenopsis,巨工火蚁,Solenopsis megergates,巴西，巴拉圭。,种小名“megergates”是由“meg；巨大的”+“ergates；工蚁”组成的，指的是这种火蚁的工蚁与同属蚁种相较，体型巨大的特点，故而译为“巨工火蚁”。本种为世界上体型最大的火蚁。
切叶蚁亚科蚂蚁,Myrmicinae,无刺蚁属,Kartidris,阿诗玛无刺蚁,Kartidris ashima,中国云南（昆明、安宁、西双版纳）。,
切叶蚁亚科蚂蚁,Myrmicinae,圆颚切叶蚁属,Strongylognathus,刀圆颚切叶蚁,Strongylognathus dao,中国内蒙古。,
臭蚁亚科蚂蚁,Dolichoderinae,时臭蚁属,Chronoxenus,罗氏时臭蚁,Chronoxenus wroughtonii,中国湖南、香港（维多利亚峰、浅水湾）、澳门、台湾、云南（西双版纳）；韩国，印度，斯里兰卡。,
蚁亚科蚂蚁,Formicinae,蚁属,Formica,掘穴蚁,Formica cunicularia,中国北京、河北（保定、易县、满城）、湖北、湖南、河南（开封、尉氏、杞县、通许、宁陵、鹤壁（淇县、淇滨、山城、鹤山、浚县））、安徽、四川（川西北高山高原域）、云南（云岭、无量山）、陕西、新疆（和静、乌鲁木齐、米泉、五家渠、石河子、阜康、Tien-chi）、山东、甘肃（兰州、山丹、榆中、永靖、永昌、古浪、西和、静宁、甘谷、武山、麦积、渭源、环县、西峰、合水、和政、临夏）、宁夏（西吉、彭阳、贺兰山、盐池）、山西、青海、广西（金钟山）、重庆（大巴山）、吉林、内蒙古（阿拉善）；丹麦，瑞典，荷兰，英国，葡萄牙，乌拉尔，南斯堪的纳维亚，北非，欧洲。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,哈氏弓背蚁,Camponotus habereri,中国台湾（卑南、高雄凤山、安平、大林）。,
蚁亚科蚂蚁,Formicinae,拟立毛蚁属,Paraparatrechina,樱花拟立毛蚁,Paraparatrechina sakurae,中国重庆（大巴山）、西藏（喜马拉雅山（珠峰段）、林芝、东久、排龙、德姆拉山）、云南；日本，韩国，朝鲜。,
切叶蚁亚科蚂蚁,Myrmicinae,瘤颚蚁属,Strumigenys,阳泉瘤颚蚁,Strumigenys solifontis,中国台湾；日本。,
蚁亚科蚂蚁,Formicinae,蚁属,Formica,灰壤林蚁,Formica podzolica,加拿大，美国，墨西哥。,种小名“podzolica”指的是灰化土壤，是寒温带针叶林植被下发育的土壤。广泛分布于欧亚大陆北部和北美洲的北部，东西呈连续带状，南半球仅见于山地垂直带中，借此表明本种的栖息地。故而译为“灰壤林蚁”。
蚁亚科蚂蚁,Formicinae,俄蚁属,Rossomyrmex,原俄蚁,Rossomyrmex proformicarum,吉尔吉斯斯坦，俄罗斯。,
臭蚁亚科蚂蚁,Dolichoderinae,时臭蚁属,Chronoxenus,沃氏时臭蚁,Chronoxenus walshi,中国云南、湖南、香港、澳门、台湾；日本，朝鲜，印度，斯里兰卡，孟加拉。,
切叶蚁亚科蚂蚁,Myrmicinae,盲切叶蚁属,Carebara,般若盲切叶蚁,Carebara hannya,中国台湾；日本。,种小名“hannya”源自日本文化中对于女性怨灵的称呼，中文译为“般若”，故而译为“般若盲切叶蚁”。
切叶蚁亚科蚂蚁,Myrmicinae,切胸蚁属,Temnothorax,富尔顿氏切胸蚁,Temnothorax fultonii,中国湖北；印度。,
臭蚁亚科蚂蚁,Dolichoderinae,时臭蚁属,Chronoxenus,巴特尔时臭蚁,Chronoxenus butteli,印度尼西亚。,
钝猛蚁亚科蚂蚁,Amblyoponinae,迷猛蚁属,Mystrium,卡米拉迷猛蚁,Mystrium camillae,中国云南（勐腊）。,小眼迷猛蚁（Mystrium oculatum）确定为卡米拉迷猛蚁（Mystrium camillae）的次异名，已撤销。种小名“camillae”是一个女子名，非姓氏，中文译为“卡米拉”。
蚁亚科蚂蚁,Formicinae,悍蚁属,Polyergus,光亮悍蚁,Polyergus lucidus,加拿大，美国。,种小名“lucidus”意为“光亮的”，用来描述本种是已知悍蚁属中最光亮的一种，故而译为“光亮悍蚁”。本种专门奴役不定蚁（Formica incerta）。
切叶蚁亚科蚂蚁,Myrmicinae,红蚁属,Myrmica,粗结红蚁,Myrmica scabrinodis,"中国新疆（阿勒泰）；芬兰, 欧洲。",
蚁亚科蚂蚁,Formicinae,斜结蚁属,Plagiolepis,矮小斜结蚁,Plagiolepis pygmaea,新疆（库尔勒、策大雅、轮台、哈密、喀什、乌鲁木齐）、台湾；俄罗斯，阿尔及利亚，土耳其，哈萨克斯坦，土库曼斯坦。,
臭蚁亚科蚂蚁,Dolichoderinae,光胸臭蚁属,Liometopum,中华光胸臭蚁,Liometopum sinense,中国云南（西双版纳）、广西（花坪、资源、猫儿山、大瑶山、金钟山）、上海（佘山）、江苏（苏州）、湖南（岳麓山）、贵州（梵净山、雷山雷公山）、浙江（莫干山）、广东、福建（福州）、陕西（华山）、甘肃（平凉崆峒山）、宁夏、江西（庐山）、四川、河南（嵩县、鸡公山）、湖北（利川、鹤峰、来凤、长阳、竹溪、竹山、罗田、通山）、西藏（墨脱）、重庆（大巴山）、香港；缅甸，印度，斯里兰卡，马来西亚，澳大利亚。,齿颚光胸臭蚁（Liometopum dentimandibulum）确定为中华光胸臭蚁的次异名，已撤销。中华光胸臭蚁sericatum亚种（Liometopum sinense sericatum）确定为中华光胸臭蚁的次异名，已撤销。
伪切叶蚁亚科蚂蚁,Pseudomyrmecinae,细长蚁属,Tetraponera,狭唇细长蚁,Tetraponera attenuata,广西（天等、博白、容县、青龙山、大瑶山、大王岭）、海南（南味岭、尖峰岭、万宁、五指山、佳西）、广东（百涌、车八岭）、云南（西双版纳）、台湾、香港、湖南；印度，苏门答腊，爪哇，加里曼丹。,种小名“attenuata”意为“弱化的，渐狭的”，指的是其唇基狭长的特点，故而译为“狭唇细长蚁”。本种个体大小、结节形状及毛被变化很大。易被误认为不同种。泰加细长蚁（Tetraponera thagatensis）确定为狭唇细长蚁（Tetraponera attenuata）的次异名，已撤销。
猛蚁亚科蚂蚁,Ponerinae,钩猛蚁属,Anochetus,里氏钩猛蚁,Anochetus risii,中国云南、浙江、福建（厦门、福州）、台湾、广西（梧州、河池、青狮潭、金钟山）、广东（深圳、鼎湖山、罗浮山）、湖南（安化）、海南（昌江、万宁）、香港；越南，印度尼西亚。,台湾钩猛蚁（Anochetus taiwaniensis）确定为里氏钩猛蚁（Anochetus risii）的新异名，已撤销。
蚁亚科蚂蚁,Formicinae,多刺蚁属,Polyrhachis,亚毛多刺蚁,Polyrhachis subpilosa,中国广西（来宾、桂平、昭平）、广东（揭阳）、河南（栾川、嵩县）、新疆（莫索湾、石河子、阜康、吐鲁番）；缅甸，蒙古，阿富汗，克什米尔，俄罗斯（东南部）。,
刺猛蚁亚科蚂蚁,Ectatomminae,曲颊猛蚁属,Gnamptogenys,多孔曲颊猛蚁,Gnamptogenys treta,中国云南（西双版纳）；印度尼西亚，马来西亚。,种小名“treta”是希腊语源，意为“钻了孔的”，借以形容其遍布全身的孔状凹陷。
臭蚁亚科蚂蚁,Dolichoderinae,光胸臭蚁属,Liometopum,哀光胸臭蚁,Liometopum luctuosum,美国，墨西哥。,
蚁亚科蚂蚁,Formicinae,斜结蚁属,Plagiolepis,德氏斜结蚁,Plagiolepis demangei,中国广西（钦州）、云南（西双版纳）、广东（惠东、湛江）、香港；越南。,
切叶蚁亚科蚂蚁,Myrmicinae,大头蚁属,Pheidole,越南大头蚁,Pheidole vieti,中国云南（西双版纳）、台湾；越南。,
行军蚁亚科蚂蚁,Dorylinae,粗角蚁属,Cerapachys,槽结粗角蚁,Cerapachys sulcinodis,中国四川、贵州（梵净山）、西藏（嘎隆拉山）、广东（广州、车八岭）、广西（花坪、猫儿山、木论、大王岭、大明山、十万大山）、香港（维多伊利亚山、大浦区）、云南（西双版纳、无量山）、湖南（通道、凤凰）、湖北（利川、来凤）、甘肃（兰州、 麦积）、海南（昌江、五指山）、江西、福建（福州）；印度，斯里兰卡，缅甸，马拉西亚。,里氏粗角蚁（C.risi）确定为槽结粗角蚁的次异名，已撤销。
蚁亚科蚂蚁,Formicinae,多刺蚁属,Polyrhachis,江华多刺蚁,Polyrhachis jianghuaensis,中国云南（西双版纳）、湖南、浙江（丽水、百祖山）、广西（贺州、弄岗）、广东（连州、始兴、南岭）。,
蚁亚科蚂蚁,Formicinae,海胆蚁属,Echinopla,乞拉朋齐海胆蚁,Echinopla cherapunjiensis,中国云南（孟腊、景洪、西双版纳）、西藏（墨脱）、广西（防城港）；印度。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,黄腹弓背蚁,Camponotus helvus,中国湖南、陕西、河南（登封）、湖北（恩施）。,
切叶蚁亚科蚂蚁,Myrmicinae,刺切叶蚁属,Acanthomyrmex,显赫刺切叶蚁,Acanthomyrmex notabilis,印度尼西亚。,种小名“notabilis”意为“显赫的，著名的”，故而译为“显赫刺切叶蚁”。
切叶蚁亚科蚂蚁,Myrmicinae,心结蚁属,Cardiocondyla,木心结蚁,Cardiocondyla itsukii,中国广西；夏威夷，印度尼西亚，基里巴斯，菲律宾，留尼旺，不丹，印度，尼泊尔，斯里兰卡，泰国，日本。,种小名“itsukii”是定种文献三位联合作者中的日籍作者Okita Ichiro的儿子的名字，他的儿子叫做Okita Itsuki，故而根据这个名字相对应的汉字译为“树心结蚁”，但如果译成“树心结蚁”的话容易产生歧义，令人误以为这是一种树栖蚁种，故本网为了消除歧义，将其译为“木心结蚁”。
猛蚁亚科蚂蚁,Ponerinae,姬猛蚁属,Hypoponera,暗首姬猛蚁,Hypoponera opaciceps,中国台湾（台东、台北、南投）、广东（深圳（南山））；巴西，美国，日本，菲律宾，海地，多米尼加，阿根廷，乌拉圭，秘鲁，圭亚那，特立尼达和多巴哥，危地马拉，墨西哥，大安地列斯群岛，小安的列斯群岛，巴哈马。,
猛蚁亚科蚂蚁,Ponerinae,隐猛蚁属,Cryptopone,中国隐猛蚁,Cryptopone sinensis,中国贵州（雷公山）。,
切叶蚁亚科蚂蚁,Myrmicinae,盘腹蚁属,Aphaenogaster,史氏盘腹蚁,Aphaenogaster smythiesii,中国安徽、北京、重庆、福建、广东、广西（岑王老山、大瑶山、灌阳、金秀、临桂、猫儿山、兴安、资源）、贵州、河南（鹤壁（淇滨、淇县、山城、浚县）、鸡公山、济源、开封、兰考、通许）、湖北、湖南、江西、辽宁、山东（烟台）、陕西（龙池）、四川（成都、川东盆地域、川西南高原域、四川盆地西缘山地域）、西藏、云南、浙江（丽水）；韩国，日本，阿富汗，巴基斯坦，克什米尔，尼泊尔，印度。,
切叶蚁亚科蚂蚁,Myrmicinae,举腹蚁属,Crematogaster,罗思尼举腹蚁,Crematogaster rothneyi,"中国云南（西双版纳、无量山）、福建；印度, 锡金。",
切叶蚁亚科蚂蚁,Myrmicinae,盲切叶蚁属,Carebara,栗色盲切叶蚁,Carebara castanea,中国香港；越南，老挝，泰国。,"次异名：Carebara castanea augustata Santschi, 1920"
切叶蚁亚科蚂蚁,Myrmicinae,盘腹蚁属,Aphaenogaster,塞奇盘腹蚁,Aphaenogaster sagei,中国西藏、福建；巴基斯坦，克什米尔，尼泊尔，印度。,
臭蚁亚科蚂蚁,Dolichoderinae,菲臭蚁属,Philidris,南方菲臭蚁,Philidris notiala,中国广西（北流）。,定名文献中的中文名为南方凹头臭蚁，考虑到将Philidris翻译为凹头臭蚁属可能和凹臭蚁属混淆，因此采用张智英等人的译法，使用菲臭蚁属的翻译方式。
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,毛钳弓背蚁,Camponotus lasiselene,中国湖南、云南（景洪、西双版纳、无量山）、广西（田林、龙虎山、弄岗）、广东（封开、平远、乳源、从化）、西藏（德姆拉山）。,
切叶蚁亚科蚂蚁,Myrmicinae,脊红蚁属,Myrmicaria,褐色脊红蚁,Myrmicaria brunnea,中国云南、广东（始兴）、广西（弄岗）；东南亚。,
蚁亚科蚂蚁,Formicinae,拟毛蚁属,Pseudolasius,长柄拟毛蚁,Pseudolasius longiscapus,中国湖北（长阳）。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,瑕疵弓背蚁,Camponotus vitiosus,中国北京、河南（开封、尉氏、杞县、通许、登封、鸡公山）、湖北（恩施、鹤峰、咸丰、五峰、长阳、宜昌、十堰、竹溪、竹山、郧县、襄阳、罗田、浠水、通山、崇阳、新洲、监利、荆州）、湖南、江西、安徽、江苏、上海（佘山、徐家汇）、浙江、福建、广西（南宁、桂林、柳州、梧州、玉林、百色、钦州、北海、山口英罗港）、辽宁（营口、鞍山）、广东（广州、珠海、连州、茂名、信宜、从化）、四川（川西南高原域）、贵州（梵净山）、云南（无量山）、台湾（台北、垦丁港口村、大林）、河北、香港；日本，韩国，朝鲜。,东京弓背蚁（Camponotus tokioensis）确定为瑕疵弓背蚁（Camponotus vitiosus）的次异名，已撤销。
切叶蚁亚科蚂蚁,Myrmicinae,红蚁属,Myrmica,幸德红蚁,Myrmica kotokui,中国河北（张家口）；日本，韩国，朝鲜，俄罗斯。,种小名“kotokui”为日本姓氏，中文译为“幸德”。Forel没有说明命名原因，但很可能指的是日本著名的社会主义运动活动家、记者、作家幸德秋水（Shusui Kotoku）。
行军蚁亚科蚂蚁,Dorylinae,克雷蚁属,Chrysapace,棱纹克雷蚁,Chrysapace costatus,中国，印度。,
切叶蚁亚科蚂蚁,Myrmicinae,红蚁属,Myrmica,卡麦红蚁,Myrmica cachmiriensis,中国（Wasukou、Tsuschu）；印度（Cachimiri），巴基斯坦。,
猛蚁亚科蚂蚁,Ponerinae,大齿猛蚁属,Odontomachus,争吵大齿猛蚁,Odontomachus rixosus,中国云南（勐腊、西双版纳）；印度，缅甸，新加坡，印度尼西亚（苏门答腊、爪哇）。,
切叶蚁亚科蚂蚁,Myrmicinae,盲切叶蚁属,Carebara,布氏盲切叶蚁,Carebara bruni,中国云南（西双版纳）；斯里兰卡。,布氏盲切叶蚁原本隶属于稀切叶蚁属（Oligomyrmex），现稀切叶蚁属已撤销，并入盲切叶蚁属。
臭蚁亚科蚂蚁,Dolichoderinae,臭蚁属,Dolichoderus,黑腹臭蚁,Dolichoderus taprobanae,中国湖南、广西（合浦、金秀、弄岗）、广东（大浦、广州、肇庆、连州）、福建（福州、厦门）、浙江（普陀山）、香港、澳门、海南、台湾、云南（西双版纳）、河南（商丘、杞县、项城、西华、淮阳、鹿邑、济源）、西藏（墨脱）；印度，斯里兰卡，马来西亚，缅甸，老挝，越南，印度尼西亚（苏门答腊）。,"次异名：Hypoclinea taprobanae、Dolichoderus taprobanae 
"
蚁亚科蚂蚁,Formicinae,毛蚁属,Lasius,日本毛蚁,Lasius japonicus,中国台湾，辽宁；日本，朝鲜。,
蚁亚科蚂蚁,Formicinae,斜结蚁属,Plagiolepis,满斜结蚁,Plagiolepis manczshurica,中国北京（清华园、北海）、内蒙古（鄂尔多斯）、山西、河北、山东（青岛）、安徽、河南（杞县、辉县）、新疆（阜康、莫索湾）、江苏（苏州）、甘肃（山丹、华池）、宁夏（吴忠）、陕西、未定地名（Hiu-Keon）；俄罗斯，西伯利亚，蒙古，朝鲜。,
蚁亚科蚂蚁,Formicinae,蚁属,Formica,红褐林蚁,Formica rufa,中国吉林（吉林、通化、延边、白山）、辽宁、东北（长白山）、华北、新疆（米泉）；全球，北欧至北纬63度以南的区域。,
切叶蚁亚科蚂蚁,Myrmicinae,切胸蚁属,Temnothorax,角肩切胸蚁,Temnothorax angulohumerus,中国湖南(江永)、广西、福建（漳州）。,种小名“angulohumerus”是由“angulo”+“humerus”组成，意为“角状的肩”，故而译为“角肩切胸蚁”。
切叶蚁亚科蚂蚁,Myrmicinae,冠胸蚁属,Lophomyrmex,缅甸冠胸蚁,Lophomyrmex birmanus,中国云南（勐腊）；缅甸。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,角弓背蚁,Camponotus cornis,中国云南（景洪）、江西、四川。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,红头弓背蚁,Camponotus singularis,中国云南（西双版纳）、广东、广西（弄岗）；缅甸，老挝，印度，越南，泰国，柬埔寨，印度尼西亚。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,伊藤弓背蚁,Camponotus itoi,中国福建（龙岩）、湖北（恩施、鹤峰、新洲）、湖南、四川、新疆、江苏、台湾、西藏（墨脱）、河南（鸡公山）、广西（弄岗）、未定（Yue-wan-kiai）；日本，朝鲜半岛。,
猛蚁亚科蚂蚁,Ponerinae,细颚猛蚁属,Leptogenys,红细颚猛蚁,Leptogenys rufida,中国广西（大明山、金钟山）、浙江（天目山）。,
切叶蚁亚科蚂蚁,Myrmicinae,红蚁属,Myrmica,董其昌红蚁,Myrmica dongi,中国西藏。,
切叶蚁亚科蚂蚁,Myrmicinae,心结蚁属,Cardiocondyla,罗氏心结蚁,Cardiocondyla wroughtonii,中国福建（龙岩）、广东（广州、龙门、乳源、深圳（南山）、信宜、湛江、珠海）、广西（金钟山、龙虎山、钦州）、贵州、台湾、香港、云南（西双版纳）；肯尼亚，沙特阿拉伯，索马里，坦桑尼亚，澳大利亚，新喀里多尼亚，婆罗洲，夏威夷，印度尼西亚，马来西亚，新几内亚，菲律宾，马约特，美国，古巴，瓜德罗普，马提尼克，墨西哥，柬埔寨，印度，老挝，泰国，越南，以色列，日本。,"次异名：Cardiocondyla emeryi chlorotica Menozzi, 1930、Cardiocondyla longispina Karavaiev, 1935、Cardiocondyla wroughtoni bimaculata Wheeler, W.M., 1929、Cardiocondyla wroughtonii hawaiensis Forel, 1899、Cardiocondyla wroughtonii quadraticeps Forel, 1912、Cardiocondyla yamauchii Terayama, 1999"
切叶蚁亚科蚂蚁,Myrmicinae,大头蚁属,Pheidole,多齿大头蚁,Pheidole multidens,中国云南；印度。,
切叶蚁亚科蚂蚁,Myrmicinae,举腹蚁属,Crematogaster,虔诚举腹蚁,Crematogaster pia,,"“pia”在拉丁语中意为“pious, devout，dutiful, loyal”，故而译为虔诚举腹蚁。"
蚁亚科蚂蚁,Formicinae,长齿蚁属,Myrmoteras,楔结长齿蚁,Myrmoteras cuneonodum,中国云南（景洪、西双版纳）。,
猛蚁亚科蚂蚁,Ponerinae,细颚猛蚁属,Leptogenys,黑色细颚猛蚁,Leptogenys nigricans,巴西，哥伦比亚，厄瓜多尔。,世界上已知的三种具有蚁后品级的细颚猛蚁之一。
蚁亚科蚂蚁,Formicinae,悍蚁属,Polyergus,橘红悍蚁,Polyergus rufescens,新疆（乌鲁木齐）；西欧诸国，俄罗斯，哈萨克斯坦，吉尔吉斯斯坦。,奴隶蚁种包括掘穴蚁（Formica cunicularia）、丝光褐林蚁（Formica fusca）、红须蚁（Formica rufibarbis）、亮林蚁（Formica clara）、黑褐蚁（Formica gagates）、灰褐蚁（Formica cinerea）和杰拉德蚁（Formica gerardi）。
蚁亚科蚂蚁,Formicinae,多刺蚁属,Polyrhachis,条纹多刺蚁,Polyrhachis striata,中国福建（厦门）；爪哇，印度尼西亚，菲律宾。,
