亚科,亚科,genus,url,species,url url,fenbudi,description
猛蚁亚科蚂蚁,Ponerinae,姬猛蚁属,Hypoponera,西氏姬猛蚁,Hypoponera silvestrii,中国越南（Yen Bay）。,
卷尾猛蚁亚科蚂蚁,Proceratiinae,无齿猛蚁属,Discothyrea,卡氏无齿猛蚁,Discothyrea kamiteta,中国湖南(江永、桂东)、云南（西双版纳）；日本。,
猛蚁亚科蚂蚁,Ponerinae,短猛蚁属,Brachyponera,中华短猛蚁,Brachyponera chinensis,中国广西（桂林、龙胜、花坪、资源、金秀、三江、环江、梧州）、江苏（苏州、南京）、上海（徐家汇、佘山）、浙江（莫干山）、安徽、福建（福州）、台湾、香港（九龙、浅水湾）、广东（信宜、龙门、南岭）、四川（盆地西缘山地域、川西南高原域、川东盆地域）、湖南（岳麓山、长沙）、湖北（天堂寨、九宫山、大洪山、随州、罗田、通山）、北京、山东（青岛）、陕西（汉中、龙池）、贵州（同仁、黄果树）、河南（鸡公山、商丘、宁陵、商丘、睢县、虞城、民权）；日本，美国，朝鲜半岛，菲律宾，中南半岛，印度，印度尼西亚（苏门答腊、爪哇），新西兰（人为传入）。,
蚁亚科蚂蚁,Formicinae,蚁属,Formica,大柴旦黑蚁,Formica dachaidanensis,中国内蒙古、新疆、青海（大柴旦）。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,伊宁弓背蚁,Camponotus yiningensis,中国新疆（伊宁）。,
细蚁亚科蚂蚁,Leptanillinae,原细蚁属,Protanilla,伊邪那岐原细蚁,Protanilla izanagi,日本。,种小名“izanagi”指的是日本神话体系中的众神之父“伊邪那岐”，故而译为“伊邪那岐原细蚁”。
切叶蚁亚科蚂蚁,Myrmicinae,小家蚁属,Monomorium,暗小家蚁,Monomorium subopacum,中国广西；西班牙，塞内加尔，阿尔及利亚，马德拉群岛。,
蚁亚科蚂蚁,Formicinae,蚁属,Formica,毛林蚁,Formica lugubris,中国新疆（塔什库尔干、青河、福海、富蕴、巩乃斯）；俄罗斯（欧洲部分），澳大利亚，保加利亚，芬兰，法国，德国，匈牙利，爱尔兰，意大利，挪威，罗马尼亚，英国，捷克斯洛伐克，瑞典，瑞士，朝鲜。,
蚁亚科蚂蚁,Formicinae,立毛蚁属,Paratrechina,暗立毛蚁,Paratrechina umbra,中国广西（花坪）、广东（乳源、始兴）、湖南。,暗前结蚁（Prenolepis umbra）已证实为暗立毛蚁（Paratrechina umbra）的次异名。
蚁亚科蚂蚁,Formicinae,平头蚁属,Colobopsis,罗斯尼平头蚁,Colobopsis rothneyi,孟加拉国，印度。,原“罗斯尼弓背蚁”。原罗斯尼平头蚁台湾亚种（Colobopsis rothneyi taivanae）提升为种，译为台湾平头蚁（Colobopsis taivanae）。、罗斯尼平头蚁在我国没有分布。
行军蚁亚科蚂蚁,Dorylinae,双节行军蚁属,Aenictus,犁双节行军蚁,Aenictus aratus,中国湖南、香港；喜马拉雅山区，印度至澳大利亚。,种小名“aratus”意为“犁过的，耕种过的”，并非姓氏，原中文名“艾氏”为翻译错误，特此更正，改译为“犁双节行军蚁”。
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,钳弓背蚁,Camponotus selene,中国湖南、广西（金钟山）；印度，缅甸。,背面观，并腹胸节形成一个开口面向后腹部的钳状结构，故而得名。
切叶蚁亚科蚂蚁,Myrmicinae,盘腹蚁属,Aphaenogaster,撒丁盘腹蚁,Aphaenogaster sardoa,阿尔及利亚，意大利，摩洛哥。,"种小名“sardoa”是意大利的一个地名，中文译为“撒丁”，故而译为“撒丁盘腹蚁”。次异名：Aphaenogaster sardoa longispina Wolf, 1915"
切叶蚁亚科蚂蚁,Myrmicinae,铺道蚁属,Tetramorium,藤黄铺道蚁,Tetramorium gambogecum,中国宁夏、新疆；新几内亚。,
猛蚁亚科蚂蚁,Ponerinae,细颚猛蚁属,Leptogenys,花坪细颚猛蚁,Leptogenys huapingensis,中国广西（花坪）。,
蚁亚科蚂蚁,Formicinae,蚁属,Formica,毛眼林蚁,Formica exsecta,中国广西、澳门、新疆（乌鲁木齐、米泉）、湖北（利川）；英国，芬兰，俄罗斯，北欧。,
臭蚁亚科蚂蚁,Dolichoderinae,酸臭蚁属,Tapinoma,黑头酸臭蚁,Tapinoma melanocephalum,中国河南（项城、淮阳、鹿邑、郸城、沈丘、商水、商丘、辉县）、安徽、四川（川西南高原域、川东盆地域）、浙江、山东、湖南、广东（深圳（南山、大鹏、宝安、龙岗、南岭）、广州（天河）、罗浮山）、广西（南宁、桂林、柳州、梧州、玉林、百色、钦州、北海、金钟山、弄岗）、云南（西双版纳、无量山、高黎贡山）、福建（福州、厦门）、海南（嘉积、陵水、屯昌、定安（黄竹））、浙江、台湾（台北、恒春、高雄、奋起湖、安平）、香港（大浦、沙田、青山）、澳门、湖北（恩施、来凤、鹤峰、利川、咸丰、五峰、长阳、宜昌、神农架、十堰、竹溪、竹山、郧县、襄阳、罗田、浠水、通山、崇阳、新洲、监利、荆州）、西藏（德姆拉山）；法属圭亚那，日本，东南亚，大洋州，非洲、欧洲、美洲。,
猛蚁亚科蚂蚁,Ponerinae,细颚猛蚁属,Leptogenys,勃氏细颚猛蚁,Leptogenys peuqueti,中国浙江（莫干山）、福建、贵州、湖南（江永）、广东（鼎湖山）、海南（万宁）、广西（底定）、香港、澳门、云南；越南，爪哇，缅甸，斯里兰卡。,勃固细颚猛蚁（Leptogenys peuqueti）中的“peuquet”是姓氏，应该译为“勃氏细颚猛蚁”更为恰当。（参考：《湖南省蚁科昆虫(膜翅目)的区系和分类研究》中译为“勃氏”）。明氏细颚猛蚁（Leptogenys minchinii）确定为勃氏细颚猛蚁（Leptogenys peuqueti）的次异名，已撤销。
蚁亚科蚂蚁,Formicinae,刺结蚁属,Lepisiota,尖齿刺结蚁,Lepisiota acuta,中国云南（安宁）。,
细蚁亚科蚂蚁,Leptanillinae,原细蚁属,Protanilla,北京原细蚁,Protanilla beijingensis,中国北京。,
行军蚁亚科蚂蚁,Dorylinae,双节行军蚁属,Aenictus,韦氏双节行军蚁,Aenictus westwoodi,中国云南（沧源、永德）；印度。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,亮足弓背蚁,Camponotus claripes,澳大利亚。,种小名“claripes”是由“clari；光亮的”+“-pes；足”组成，指的是本种足部光亮的特点，故而译为“亮足弓背蚁”。
刺猛蚁亚科蚂蚁,Ectatomminae,曲颊猛蚁属,Gnamptogenys,齿肩曲颊猛蚁,Gnamptogenys dentihumera,中国广西（环江）。,"由徐正会和张玮在1996年《昆虫分类学报》中首次记述。版纳曲颊猛蚁和双色曲颊猛蚁(G. bicolor)形似，但版纳曲颊猛蚁后头角向后延长成叶突状，头、胸、结节和后腹部第一节有粗糙的窝状刻纹。头和足黑色。版纳曲颊猛蚁 Gnamptogenys bannana Xu et Zhang,1996被John E. Lattke(2004)定为该亚种异名。"
蚁亚科蚂蚁,Formicinae,原蚁属,Proformica,贾氏原蚁,Proformica jacoti,中国河北、北京、辽宁、内蒙古、宁夏（吴忠）、青海、河南（睢县、民权、商丘、永城）、甘肃（山丹、兰州（安宁））；蒙古。,
切叶蚁亚科蚂蚁,Myrmicinae,瘤颚蚁属,Strumigenys,长瘤颚蚁,Strumigenys exilirhina,中国云南（西双版纳）、香港、广东（深圳（罗湖））；尼泊尔，印度，不丹，泰国，日本。,种小名“exilirhina”是由“exili”+“rhina”组成的，意为“小的皮肤粗糙的鲨鱼”，是对其体表特征的描述。
切叶蚁亚科蚂蚁,Myrmicinae,切叶蚁属,Myrmecina,条纹切叶蚁,Myrmecina striata,中国广西、云南（昆明）；缅甸。,
蚁亚科蚂蚁,Formicinae,刺结蚁属,Lepisiota,开普刺结蚁,Lepisiota capensis,中国云南（西双版纳、宝山、昆明）、贵州（黄果树）、四川（川西南高原域）、西藏（喜马拉雅山（珠峰段））、广西（金钟山）、湖南；印度，斯里兰卡，也门，马达加斯加，非洲南部和东北部。,
蚁亚科蚂蚁,Formicinae,多刺蚁属,Polyrhachis,圆肩多刺蚁,Polyrhachis orbihumera,中国云南（景洪）。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,黑褐弓背蚁,Camponotus rubidus,中国湖南、安徽、浙江、福建（龙岩）、广东（平远）、河南（济源）、香港。,
切叶蚁亚科蚂蚁,Myrmicinae,大头蚁属,Pheidole,粗糙大头蚁,Pheidole exasperata,中国浙江、江西、湖北、陕西、四川、云南。,
切叶蚁亚科蚂蚁,Myrmicinae,盘腹蚁属,Aphaenogaster,高桥盘腹蚁,Aphaenogaster takahashii,中国安徽、河北、河南（鸡公山、济源、开封、通许、尉氏）、湖北、陕西（龙池）、四川（川西南高原域）、台湾、浙江。,
切叶蚁亚科蚂蚁,Myrmicinae,火蚁属,Solenopsis,五刺火蚁,Solenopsis quinquecuspis,乌拉圭，阿根廷。,"次异名：Solenopsis blumi Buren, 1972。种小名“quinquecuspis”是由“quinque；五”+“cuspis；刺、蛰针”组成，故而译为“五刺火蚁”。五刺火蚁的模式产地位于阿根廷。"
猛蚁亚科蚂蚁,Ponerinae,短猛蚁属,Brachyponera,昏暗短猛蚁,Brachyponera obscurans,中国广东、香港、湖南；婆罗洲，印度尼西亚，马来西亚，新几内亚，菲律宾，毛里求斯，印度，斯里兰卡。,“obscurans”是由“obscur；dark”和“-ans；belonging to”组成的，意为“昏暗者”。故而此蚁种译为“昏暗短猛蚁”。
蚁亚科蚂蚁,Formicinae,多刺蚁属,Polyrhachis,双齿多刺蚁,Polyrhachis dives,中国安徽、澳门、福建（福州、鼓岭、厦门）、甘肃、广东（百涌、车八岭、鼎湖山、广州、河尾山、罗浮山、梅州、南岭、七星坑、深圳（大鹏、南山））、广西（百色、北海、岑王老山、大瑶山、桂林、花坪、金钟山、九万山、柳州、木论、南宁、弄岗、钦州、青龙山、青狮潭、十万大山、梧州、玉林）、贵州（黔西南（望谟、兴义（坡岗）））、海南（嘉积、尖峰岭）、河北、湖北（赤壁、英山）、湖南、吉林、江苏、江西、山东、上海、台湾（安平、大林、高雄、Abato、Akau）、香港（九龙）、云南（无量山、西双版纳）、浙江（百祖山、丽水、莫干山）、未定地名（Ausu、Black Liang、Kushan Mt、Peta）；澳大利亚，婆罗洲，关岛，印度尼西亚，喀拉喀托群岛，马来西亚，新几内亚，菲律宾，新加坡，柬埔寨，印度，老挝，缅甸，泰国，越南，日本。,"次异名：拟黑多刺蚁、鼎突多刺蚁Polyrhachis vicina Roger, 1863、Polyrhachis democles Smith, F., 1861、Polyrhachis dives euclides Forel, 1913、Polyrhachis dives siwiensis Santschi, 1932、Polyrhachis exulans Clark, 1941、Polyrhachis lucens Donisthorpe, 1947、Polyrhachis mutiliae Smith, F., 1861"
蚁亚科蚂蚁,Formicinae,多刺蚁属,Polyrhachis,德比利多刺蚁,Polyrhachis debilis,中国广东（广州、肇庆、东莞、封开、信宜、信宜）、广西、海南（Tungan）；巴布亚新几内亚。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,四斑弓背蚁,Camponotus quadrinotatus,中国辽宁（鞍山、阜新）、北京、福建、湖北（神农架）、湖南、上海（徐家汇）、江苏（常州、苏州）、江西、浙江、海南、河南（鸡公山）；俄罗斯，日本，朝鲜，韩国。,
切叶蚁亚科蚂蚁,Myrmicinae,收获蚁属,Messor,巨首收获蚁,Messor cephalotes,埃塞俄比亚（Ganale Gudda），肯尼亚（Nakuru（Lake Naivasha）、Lake Ngunga、Kericho、Kajiado），坦桑尼亚（Arusha）。,"次异名：Messor plinii Santschi, 1912。种小名“cephalotes”意为“having a head”，指的是这种收获蚁的头部巨大，故而译为“巨首收获蚁”，也有不规范地根据产地将其译为“肯尼亚收获蚁”的情况。巨首收获蚁是世界上体型最大的收获蚁，在东非地区较为常见，模式产地位于埃塞俄比亚。"
蚁亚科蚂蚁,Formicinae,尼氏蚁属,Nylanderia,阿美尼氏蚁,Nylanderia amia,中国台湾（奋起湖、Akau）；福建（福州）、澳门。,
蚁亚科蚂蚁,Formicinae,多刺蚁属,Polyrhachis,侧多刺蚁,Polyrhachis latona,中国台湾（高雄）、广西（付绥、西大明山、十万大山、荔浦、昭平、桂平、隆林、都安、金钟山）、广东（鹤山、珠海、信宜）、贵州（梵净山）、香港；日本。,
切叶蚁亚科蚂蚁,Myrmicinae,收获蚁属,Messor,王者收获蚁,Messor regalis,贝宁，尼日利亚，中非共和国，刚果共和国。,"次异名：Cratomyrmex regalis rubea Santschi, 1913、Cratomyrmex sculpturatus Stitz, 1916。种小名“regalis”意为“国王的，王者的”，故而译为“王者收获蚁”。值得一提的是，王者收获蚁与巨首收获蚁（Messor cephalotes）是唯一两种在后腹部第一节背面有延伸的褶皱的收获蚁。"
猛蚁亚科蚂蚁,Ponerinae,钩猛蚁属,Anochetus,格拉夫钩猛蚁,Anochetus graeffei,中国云南（勐腊）、广西（合浦、弄岗）、福建（龙岩）、香港；印度尼西亚，马来西亚，新几内亚，印度，缅甸，菲律宾，澳大利亚，美拉尼西亚，波利尼西亚，萨摩亚。,
臭蚁亚科蚂蚁,Dolichoderinae,时臭蚁属,Chronoxenus,罗斯时臭蚁,Chronoxenus rossi,新几内亚。,
切叶蚁亚科蚂蚁,Myrmicinae,棱胸切叶蚁属,Pristomyrmex,刻纹棱胸切叶蚁,Pristomyrmex punctatus,中国香港、辽宁、河南、福建、贵州、吉林（吉林、通化、延边、白山）、山东、上海、江苏（常州、南京）、江西、浙江（丽水）、安徽、湖北、湖南、广东（七星坑、百涌、河尾山、鼎湖山、车八岭、南岭）、广西（青龙山、弄岗、付绥、木论、九万山、花坪、猫儿山、青狮潭、大瑶山、大屏山、西大明山、底定、大王岭、十万大山、金钟山）、海南（南味岭、昌江、尖峰岭、万宁、五指山、海口）、四川（成都、四川盆地西缘山地域、川西南高原域、川东盆地域）、云南（西双版纳、无量山）、西藏、陕西、重庆（大巴山）、新疆、台湾；日本，菲律宾，新几内亚，朝鲜半岛，美国（入侵），马来西亚，东南亚。,“punctatus”意为“punctate；刻纹”，所以这个蚁种可以译为“刻纹棱胸切叶蚁”。二针蚁/双针棱胸切叶蚁（Pristomyrmex pungens）已被确定为刻纹棱胸切叶蚁（Pristomyrmex punctatus）的次异名。
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,卡林弓背蚁,Camponotus carin,中国浙江（莫干山）、香港（维多利亚山、浅水湾）、福建（厦门）、海南（嘉积）、台湾；缅甸。,
蚁亚科蚂蚁,Formicinae,多刺蚁属,Polyrhachis,红足多刺蚁,Polyrhachis rufipes,中国云南（西双版纳）；缅甸，马来西亚，印度尼西亚，菲律宾。,
切叶蚁亚科蚂蚁,Myrmicinae,铺道蚁属,Tetramorium,克努铺道蚁,Tetramorium khnum,中国云南（景洪、勐腊、无量山）；菲律宾。,
切叶蚁亚科蚂蚁,Myrmicinae,红蚁属,Myrmica,威氏红蚁,Myrmica wesmaeli,中国宁夏（泾源（堡子山）、固原、彭阳、六盘山）、青海（西宁）；欧洲，俄罗斯(西伯利亚地区)。,
蚁亚科蚂蚁,Formicinae,多刺蚁属,Polyrhachis,弯背多刺蚁,Polyrhachis gibba,中国云南；菲律宾，苏拉威西岛。,种小名“gibba”意为“驼背的”，因为已经有驼背多刺蚁（Polyrhachis cyphonota）存在，故而译为“弯背多刺蚁”。
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,费拉弓背蚁,Camponotus fellah,埃及，伊朗，伊拉克，以色列，约旦，科威特，阿曼，阿拉伯叙利亚共和国，土耳其。,
臭蚁亚科蚂蚁,Dolichoderinae,臭蚁属,Dolichoderus,鞍背臭蚁,Dolichoderus sagmanotus,中国云南（勐腊、西双版纳）。,
切叶蚁亚科蚂蚁,Myrmicinae,瘤颚蚁属,Strumigenys,哀牢山瘤颚蚁,Strumigenys ailaoshana,中国云南（西双版纳、无量山、景东（哀牢山））。,
蚁亚科蚂蚁,Formicinae,平头蚁属,Colobopsis,爆炸平头蚁,Colobopsis explodens,文莱，马来西亚，泰国。,
蚁亚科蚂蚁,Formicinae,弓背蚁属,Camponotus,警觉弓背蚁,Camponotus vigilans,中国香港；印度尼西亚，马来西亚，婆罗洲。,
蚁亚科蚂蚁,Formicinae,毛蚁属,Lasius,暗毛蚁,Lasius obscuratus,中国新疆（Shangong河岸、Tien-Chi）；俄罗斯（高加索地区）。,
蚁亚科蚂蚁,Formicinae,尼氏蚁属,Nylanderia,后眼尼氏蚁,Nylanderia opisopthalmia,中国广西（花坪、大明山、大瑶山、金钟山）、四川（四川盆地西缘山地域）、湖南。,原名后眼立毛蚁，2010年归入尼氏蚁属。是一个较特殊的种，复眼位于头中线之后，可区别于任何一个已知种。此种蚂蚁具有部分前结蚁特征。可看作一个过渡种。
刺猛蚁亚科蚂蚁,Ectatomminae,曲颊猛蚁属,Gnamptogenys,熊猫曲颊猛蚁,Gnamptogenys panda,中国湖南(江永、宁远、东安、新宁、安化、沅陵、永顺、古丈、桑植、张家界、石门、浏阳、平江、炎陵、桂东、宜章)、陕西（龙池、佛坪）、湖北（鹤峰、咸丰、神农架、武当山、随州、罗田、通山）、四川（川东盆地）、广西（临桂）、浙江（百山祖）、贵州（梵净山、雷公山）、重庆（大巴山）。,
