门,纲,目,科,种,学名,保护级别,备注
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　角蟾科,　　南澳岛角蟾,Xenophrys insularis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　角蟾科,　　水城角蟾,Xenophrys shuichengensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　蟾蜍科,　　史氏蟾蜍,Bufo stejnegeri,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　蟾蜍科,　　鳞皮小蟾,Parapelophryne scalpta,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　蟾蜍科,　　乐东蟾蜍,Qiongbufo ledongensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　蟾蜍科,　　无棘溪蟾,Torrentophryne aspinia,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　叉舌蛙科,　　*虎纹蛙,Hoplobatrachus chinensis,二级,仅限野外种群 
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　叉舌蛙科,　　*脆皮大头蛙,Limnonectes fragilis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　叉舌蛙科,　　*叶氏肛刺蛙,Yerana yei ,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　蛙科,　　*海南湍蛙,Amolops hainanensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　蛙科,　　*香港湍蛙,Amolops hongkongensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　蛙科,　　*小腺蛙,Glandirana minima,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　蛙科,　　*务川臭蛙,Odorrana wuchuanensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　树蛙科,　　巫溪树蛙,Rhacophorus hongchibaensis,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　树蛙科,　　老山树蛙,Rhacophorus laoshan,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　树蛙科,　　罗默刘树蛙,Liuixalus romeri,二级,
脊索动物门 CHORDATA,两栖纲 AMPHIBIA,无尾目,　树蛙科,　　洪佛树蛙,Rhacophorus hungfuensis,二级,
脊索动物门 CHORDATA,文昌鱼纲 AMPHIOXI,文昌鱼目,　文昌鱼科#,　　*厦门文昌鱼,Branchiostoma belcheri,二级,仅限野外种群。原名“文昌鱼”。
脊索动物门 CHORDATA,文昌鱼纲 AMPHIOXI,文昌鱼目,　文昌鱼科#,　　*青岛文昌鱼,Branchiostoma tsingdauense,二级,仅限野外种群
脊索动物门 CHORDATA,圆口纲 CYCLOSTOMATA,七鳃鳗目,　七鳃鳗科#,　　*日本七鰓鰻,Lampetra japonica ,二级,
脊索动物门 CHORDATA,圆口纲 CYCLOSTOMATA,七鳃鳗目,　七鳃鳗科#,　　*东北七鳃鳗,Lampetra morii ,二级,
脊索动物门 CHORDATA,圆口纲 CYCLOSTOMATA,七鳃鳗目,　七鳃鳗科#,　　*雷氏七鰓鰻,Lampetra reissneri ,二级,
脊索动物门 CHORDATA,软骨鱼纲 CHONDRICHTHYES,鼠鲨目,　姥鲨科,　　*姥鲨,Cetorhinus maximus,二级,
脊索动物门 CHORDATA,软骨鱼纲 CHONDRICHTHYES,鼠鲨目,　鼠鲨科,　　*噬人鲨,Carcharodon carcharias,二级,
脊索动物门 CHORDATA,软骨鱼纲 CHONDRICHTHYES,须鲨目,　鲸鲨科,　　*鲸鲨,Rhincodon typus,二级,
脊索动物门 CHORDATA,软骨鱼纲 CHONDRICHTHYES,鲼目,　魟科,　　*黄魟,Dasyatis bennettii,二级,仅限陆封种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲟形目#,　鲟科,　　*中华鲟,Acipenser sinensis,一级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲟形目#,　鲟科,　　*长江鲟,Acipenser dabryanus,一级,原名“达氏鲟”
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲟形目#,　鲟科,　　*鳇,Huso dauricus,一级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲟形目#,　鲟科,　　*西伯利亚鲟,Acipenser baerii,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲟形目#,　鲟科,　　*裸腹鲟,Acipenser nudiventris,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲟形目#,　鲟科,　　*小体鲟,Acipenser ruthenus,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲟形目#,　鲟科,　　*施氏鲟,Acipenser schrenckii,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲟形目#,　匙吻鲟科,　　*白鲟,Psephurus gladius,一级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鳗鲡目,　鳗鲡科,　　*花鳗鲡,Anguilla marmorata,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲱形目,　鲱科,　　*鲥,Tenualosa reevesii,一级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　双孔鱼科,　　*双孔鱼,Gyrinocheilus aymonieri,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　裸吻鱼科,　　*平鳍裸吻鱼,Psilorhynchus homaloptera,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　亚口鱼科,　　*胭脂鱼,Myxocyprinus asiaticus,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*唐鱼,Tanichthys albonubes,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*稀有鮈鲫,Gobiocypris rarus,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*鯮,Luciobrama macrocephalus,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*多鳞白鱼,Anabarilius polylepis,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*山白鱼,Anabarilius transmontanus,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*北方铜鱼,Coreius septentrionalis,一级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*圆口铜鱼,Coreius guichenoti,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*大鼻吻鮈,Rhinogobio nasutus,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*长鳍吻鮈,Rhinogobio ventralis,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*平鳍鳅鮀,Gobiobotia homalopteroidea,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*单纹似鱤,Luciocyprinus langsoni,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*金线鲃属所有种,Sinocyclocheilus spp.,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*四川白甲鱼,Onychostoma angustistomata,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*多鳞白甲鱼,Onychostoma macrolepis,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*金沙鲈鲤,Percocypris pingi,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*花鲈鲤,Percocypris regani,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*后背鲈鲤,Percocypris retrodorslis,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,    *张氏鲈鲤,Percocypris tchangi,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*裸腹盲鲃,Typhlobarbus nudiventris,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*角鱼,Akrokolioplax bicornis,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*骨唇黄河鱼,Chuanchia labiosa,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*极边扁咽齿鱼,Platypharodon extremus,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*细鳞裂腹鱼,Schizothorax chongi,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*巨须裂腹鱼,Schizothorax macropogon,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*重口裂腹鱼,Schizothorax davidi,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*拉萨裂腹鱼,Schizothorax waltoni,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*塔里木裂腹鱼,Schizothorax biddulphi,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*大理裂腹鱼,Schizothorax taliensis,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*扁吻鱼,Aspiorhynchus laticeps,一级,原名“新疆大头鱼”
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*厚唇裸重唇鱼,Gymnodiptychus pachycheilus,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*斑重唇鱼,Diptychus maculatus,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*尖裸鲤,Oxygymnocypris stewartii,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*大头鲤,Cyprinus pellegrini,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*小鲤,Cyprinus micristius,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*抚仙鲤,Cyprinus fuxianensis,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*岩原鲤,Procypris rabaudi,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*乌原鲤,Procypris merus,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鲤科,　　*大鳞鲢,Hypophthalmichthys harmandi,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鳅科,　　*红唇薄鳅,Leptobotia rubrilabris,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鳅科,　　*黄线薄鳅,Leptobotia flavolineata,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　鳅科,　　*长薄鳅,Leptobotia elongata,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　条鳅科,　　*无眼岭鳅,Oreonectes anophthalmus,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　条鳅科,　　*拟鲇高原鳅,Triplophysa siluroides,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　条鳅科,　　*湘西盲高原鳅,Triplophysa xiangxiensis,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　条鳅科,　　*小头高原鳅,Triphophysa minuta,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲤形目,　爬鳅科,　　*厚唇原吸鳅,Protomyzon pachychilus,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲇形目,　鲿科,　　*斑鳠,Hemibagrus guttatus,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲇形目,　鲇科,　　*昆明鲇,Silurus mento,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲇形目,　𩷶科,　　*长丝𩷶,Pangasius sanitwangsei,一级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲇形目,　钝头鮠科,　　*金氏䱀,Liobagrus kingi,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲇形目,　鮡科,　　*长丝黑鮡,Gagata dolichonema,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲇形目,　鮡科,　　*青石爬鮡,Euchiloglanis davidi,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲇形目,　鮡科,　　*黑斑原鮡,Glyptosternum maculatum,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲇形目,　鮡科,　　*魾,Bagarius bagarius,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲇形目,　鮡科,　　*红魾,Bagarius rutilus,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲇形目,　鮡科,　　*巨魾,Bagarius yarrelli,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲑形目,　鲑科,　　*细鳞鲑属所有种,Brachymystax spp.,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲑形目,　鲑科,　　*川陕哲罗鲑,Hucho bleekeri,一级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲑形目,　鲑科,　　*哲罗鲑,Hucho taimen,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲑形目,　鲑科,　　*石川氏哲罗鲑,Hucho ishikawai,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲑形目,　鲑科,　　*花羔红点鲑,Salvelinus malma,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲑形目,　鲑科,　　*马苏大马哈鱼,Oncorhynchus masou,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲑形目,　鲑科,　　*北鲑,Stenodus leucichthys,二级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲑形目,　鲑科,　　*北极茴鱼,Thymallus arcticus,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲑形目,　鲑科,　　*下游黑龙江茴鱼,Thymallus tugarinae,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲑形目,　鲑科,　　*鸭绿江茴鱼,Thymallus yaluensis ,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,海龙鱼目,　海龙鱼科,　　*海马属所有种,Hippocampus spp.,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲈形目,　石首鱼科,　　*黄唇鱼,Bahaba taipingensis,一级,
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲈形目,　隆头鱼科,　　*波纹唇鱼,Cheilinus undulatus,二级,仅限野外种群
脊索动物门 CHORDATA,硬骨鱼纲 OSTEICHTHYES,鲉形目,　杜父鱼科,　　*松江鲈,Trachidermus fasciatus,二级,仅限野外种群。原名“松江鲈鱼”
半索动物门 HEMICHORDATA,肠鳃纲   ENTEROPNEUSTA,柱头虫目,　殖翼柱头虫科,　　*多鳃孔舌形虫,Glossobalanus polybranchioporus,一级,
半索动物门 HEMICHORDATA,肠鳃纲   ENTEROPNEUSTA,柱头虫目,　殖翼柱头虫科,　　*三崎柱头虫,Balanoglossus misakiensis,二级,
半索动物门 HEMICHORDATA,肠鳃纲   ENTEROPNEUSTA,柱头虫目,　殖翼柱头虫科,　　*短殖舌形虫,Glossobalanus mortenseni,二级,
半索动物门 HEMICHORDATA,肠鳃纲   ENTEROPNEUSTA,柱头虫目,　殖翼柱头虫科,　　*肉质柱头虫,Balanoglossus carnosus,二级,
半索动物门 HEMICHORDATA,肠鳃纲   ENTEROPNEUSTA,柱头虫目,　殖翼柱头虫科,　　*黄殖翼柱头虫,Ptychodera flava,二级,
半索动物门 HEMICHORDATA,肠鳃纲   ENTEROPNEUSTA,柱头虫目,　史氏柱头虫科,　　*青岛橡头虫,Glandiceps qingdaoensis,二级,
半索动物门 HEMICHORDATA,肠鳃纲   ENTEROPNEUSTA,柱头虫目,　玉钩虫科,　　*黄岛长吻虫,Saccoglossus hwangtauensis,一级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,双尾目,　铗虫八科_xD85C_,　　伟铗,Atlasjapyx atlas,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,䗛目,　叶䗛科#,　　丽叶䗛,Phyllium pulchrifolium,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,䗛目,　叶䗛科#,　　中华叶䗛,Phyllium sinensis,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,䗛目,　叶䗛科#,　　泛叶䗛,Phyllium celebicum,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,䗛目,　叶䗛科#,　　翔叶䗛,Phyllium westwoodi,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,䗛目,　叶䗛科#,　　东方叶䗛,Phyllium siccifolium,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,䗛目,　叶䗛科#,　　独龙叶䗛,Phyllium drunganum,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,䗛目,　叶䗛科#,　　同叶䗛,Phyllium parum,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,䗛目,　叶䗛科#,　　滇叶䗛,Phyllium yunnanense,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,䗛目,　叶䗛科#,　　藏叶䗛,Phyllium tibetense,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,䗛目,　叶䗛科#,　　珍叶䗛,Phyllium rarum,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,蜻蜓目,　箭蜓科,　　扭尾曦春蜓,Heliogomphus retroflexus,二级,原名“尖板曦箭蜓”
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,蜻蜓目,　箭蜓科,　　棘角蛇纹春蜓,Ophiogomphus spinicornis,二级,原名“宽纹北箭蜓”
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,缺翅目,　缺翅虫科,　　中华缺翅虫,Zorotypus sinensis,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,缺翅目,　缺翅虫科,　　墨脱缺翅虫,Zorotypus medoensis,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,蛩蠊目,　蛩蠊科,　　中华蛩蠊,Galloisiana sinensis,一级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,蛩蠊目,　蛩蠊科,　　陈氏西蛩蠊,Grylloblattella cheni ,一级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,脉翅目,　旌蛉科,　　中华旌蛉,Nemopistha sinica,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　步甲科,　　拉步甲,Carabus lafossei,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　步甲科,　　细胸大步甲,Carabus osawai,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　步甲科,　　巫山大步甲,Carabus ishizukai,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　步甲科,　　库班大步甲,Carabus kubani,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　步甲科,　　桂北大步甲,Carabus guibeicus,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　步甲科,　　贞大步甲,Carabus penelope,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　步甲科,　　蓝鞘大步甲,Carabus cyaneogigas,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　步甲科,　　滇川大步甲,Carabus yunanensis,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　步甲科,　　硕步甲,Carabus davidi,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　两栖甲科,　　中华两栖甲,Amphizoa sinica,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　长阎甲科,　　中华长阎甲,Syntelia sinica,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　长阎甲科,　　大卫长阎甲,Syntelia davidis,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　长阎甲科,　　玛氏长阎甲,Syntelia mazuri,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　臂金龟科,　　戴氏棕臂金龟,Propomacrus davidi,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　臂金龟科,　　玛氏棕臂金龟,Propomacrus muramotoae,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　臂金龟科,　　越南臂金龟,Cheirotonus battareli,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　臂金龟科,　　福氏彩臂金龟,Cheirotonus fujiokai,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　臂金龟科,　　格彩臂金龟,Cheirotonus gestroi,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　臂金龟科,　　台湾长臂金龟,Cheirotonus formosanus,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　臂金龟科,　　阳彩臂金龟,Cheirotonus jansoni,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　臂金龟科,　　印度长臂金龟,Cheirotonus macleayii,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　臂金龟科,　　昭沼氏长臂金龟,Cheirotonus terunumai,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　金龟科,　　艾氏泽蜣螂,Scarabaeus erichsoni,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　金龟科,　　拜氏蜣螂,Scarabaeus babori,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　金龟科,　　悍马巨蜣螂,Heliocopris bucephalus,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　金龟科,　　上帝巨蜣螂,Heliocopris dominus,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　金龟科,　　迈达斯巨蜣螂,Heliocopris midas,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　犀金龟科,　　戴叉犀金龟,Trypoxylus davidis,二级,原名“叉犀金龟”
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　犀金龟科,　　粗尤犀金龟,Eupatorus hardwickii,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　犀金龟科,　　细角尤犀金龟,Eupatorus gracilicornis,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　犀金龟科,　　胫晓扁犀金龟,Eophileurus tetraspermexitus,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　锹甲科,　　安达刀锹甲,Dorcus antaeus,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鞘翅目,　锹甲科,　　巨叉深山锹甲,Lucanus hermani,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　凤蝶科,　　喙凤蝶,Teinopalpus imperialism,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　凤蝶科,　　金斑喙凤蝶,Teinopalpus aureus,一级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　凤蝶科,　　裳凤蝶,Troides helena,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　凤蝶科,　　金裳凤蝶,Troides aeacus,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　凤蝶科,　　荧光裳凤蝶,Troides magellanus,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　凤蝶科,　　鸟翼裳凤蝶,Troides amphrysus,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　凤蝶科,　　珂裳凤蝶,Troides criton,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　凤蝶科,　　楔纹裳凤蝶,Troides cuneifera,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　凤蝶科,　　小斑裳凤蝶,Troides haliphron,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　凤蝶科,　　多尾凤蝶,Bhutanitis lidderdalii,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　凤蝶科,　　不丹尾凤蝶,Bhutanitis ludlowi,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　凤蝶科,　　双尾褐凤蝶,Bhutanitis mansfieldi,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　凤蝶科,　　玄裳尾凤蝶,Bhutanitis nigrilima,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　凤蝶科,　　三尾褐凤蝶,Bhutanitis thaidina,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　凤蝶科,　　玉龙尾凤蝶,Bhutanitis yulongensisn,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　凤蝶科,　　丽斑尾凤蝶,Bhutanitis pulchristriata,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　凤蝶科,　　锤尾凤蝶,Losaria coon,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　凤蝶科,　　中华虎凤蝶,Luehdorfia chinensis,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　蛱蝶科,　　最美紫蛱蝶,Sasakia pulcherrima,二级,
节肢动物门 ARTHROPODA,昆虫纲 INSECTA,鳞翅目,　蛱蝶科,　　黑紫蛱蝶,Sasakia funebris,二级,
